num_runs,num_cases,mean_asr_best,std_asr_best,mean_asr_last,std_asr_last,mean_asr_final_or,std_asr_final_or,ci95_mean_asr_best_lower,ci95_mean_asr_best_upper,ci95_mean_asr_last_lower,ci95_mean_asr_last_upper,ci95_mean_asr_final_or_lower,ci95_mean_asr_final_or_upper,pooled_total_trials,pooled_best_successes,pooled_last_successes,pooled_final_or_successes,ci95_wilson_best_lower,ci95_wilson_best_upper,ci95_wilson_last_lower,ci95_wilson_last_upper,ci95_wilson_final_or_lower,ci95_wilson_final_or_upper,mean_pairwise_jaccard,min_pairwise_jaccard,max_pairwise_jaccard
5,10,0.46,0.07999999999999999,0.72,0.09797958971132714,0.72,0.09797958971132714,0.34896000000000005,0.57104,0.5840043294806779,0.855995670519322,0.5840043294806779,0.855995670519322,50,23,36,36,0.3296943460178263,0.5960136567161192,0.5833461285401034,0.8252598564231963,0.5833461285401034,0.8252598564231963,0.8233333333333334,0.6666666666666666,1.0
